key,place_name,admin_name1,latitude,longitude,accuracy
IN/769004,Panposh,Orisa,22.25,84.8,4
IN/769008,Jagada,Orisa,22.25,84.8,
IN/769010,O M P Line (Rourkela-10),Orisa,22.25,84.8,
IN/769012,Uditnagar (Rourkela-12),Orisa,22.25,84.8,
IN/769013,Railway Colony (Rourkela1,Orisa,22.25,84.8,
IN/769014,Saktinagar (Rourkela-14),Orisa,22.25,84.8,
IN/769015,Quairry Siding Panposh,Orisa,22.25,84.8,
IN/769041,Vedvyas,Orisa,22.25,84.8,
IN/769043,Jalda,Orisa,22.25,84.8,
IN/770001,Dengibhadi,Orisa,22.1667,83.9917,
IN/770002,Rangadhipa (Sundargarh-2),Orisa,22.1667,83.9917,
IN/770011,Ujaplur,Orisa,22.1667,83.9917,
IN/770012,Lephripara,Orisa,22.1667,83.9917,
IN/770013,Hemgir,Orisa,22.1667,83.9917,
IN/770017,Rajgangpur,Orisa,22.1667,83.9917,
IN/770020,Sankara,Orisa,21.9667,83.8667,
IN/770021,Sargipalli,Orisa,21.9667,83.8667,
IN/770023,Lanjiberna,Orisa,21.9667,83.8667,
IN/770027,Tangarpali,Orisa,21.9667,83.8667,
IN/770029,Raidihi,Orisa,21.9667,83.8667,4
IN/770031,Turmura,Orisa,22.1667,83.9917,
IN/770032,Loco Colony,Orisa,22.1667,83.9917,
IN/770033,C T D Bureau,Orisa,22.1667,83.9917,
IN/770034,Kansbahal,Orisa,22.1667,83.9917,
IN/770037,Lathikata,Orisa,22.1667,83.9917,
IN/770040,Lahunipara,Orisa,22.1667,83.9917,
IN/770042,Tensa,Orisa,22.1667,83.9917,
IN/770045,Sarasara Balang,Orisa,22.1667,83.9917,
IN/770047,Hatibari (Rourkela),Orisa,22.1667,83.9917,
IN/770049,Kamarposh Balang,Orisa,22.1667,83.9917,
IN/770050,Nuagan (Rkl),Orisa,22.1667,83.9917,
IN/770052,Kalta,Orisa,22.1667,83.9917,
IN/770071,Industrial Estate,Orisa,22.3667,84.1167,
IN/770072,Zink Nagar,Orisa,22.3667,84.1167,
IN/770074,Talsara,Orisa,22.3667,84.1167,4
IN/770075,Hemgir Road,Orisa,22.3667,84.1167,
IN/770076,Sahajbahal,Orisa,22.3667,84.1167,
IN/781001,Fancy Bazar,Assam,26.2546,91.5444,
IN/781003,Chenikuthi,Assam,26.2546,91.5444,
IN/781004,Kharguli,Assam,26.2546,91.5444,
IN/781005,Dispur,Assam,26.1425,91.7889,4
IN/781006,Assam Sachivalaya,Assam,26.2546,91.5444,
IN/781007,Ulubari,Assam,26.3667,91.3,4
IN/781008,Rehabari (Gh),Assam,26.2546,91.5444,
IN/781010,Kamakhya,Assam,26.1667,91.7083,4
IN/781011,Maligaon Rly Hd Qrs,Assam,26.1679,91.6917,
IN/781012,Pandu,Assam,26.1692,91.675,4
IN/781013,Jhalukbari,Assam,26.1679,91.6917,
IN/781014,Guwahati University H O,Assam,26.1679,91.6917,
IN/781015,Guwahati Airport,Assam,26.1679,91.6917,
IN/781016,Gopinath Nagar,Assam,26.1679,91.6917,
IN/781017,Azara,Assam,26.1679,91.6917,
IN/781019,Kahilipara,Assam,26.1679,91.6917,
IN/781020,Noonmati,Assam,26.1833,91.8,4
IN/781021,Bamunimaidan,Assam,26.1417,91.8083,
IN/781022,Khanapara,Assam,26.1,91.8167,4
IN/781023,Amerigog,Assam,26.1417,91.8083,
IN/781025,Ambasi Fatesil,Assam,26.1417,91.8083,
IN/781026,Narangi,Assam,26.1417,91.8083,
IN/781027,Satgaon,Assam,26.1417,91.8083,
IN/781030,North Guwahati,Assam,26.2014,91.7236,4
IN/781031,Amingaon,Assam,26.1847,91.6692,4
IN/781037,Panjabari,Assam,26.1931,91.6964,
IN/781101,Changsari,Assam,26.2833,91.7,4
IN/781102,Hajo,Assam,26.25,91.5333,4
IN/781103,Soalkuchi,Assam,26.1681,91.5711,4
IN/781120,Barduar,Assam,25.9167,91.4833,4
IN/781124,Chhaygaon,Assam,26.05,91.4,4
IN/781125,Mirza,Assam,26.1361,91.5486,4
IN/781126,Mukalmua,Assam,26.0678,91.3928,
IN/781127,Nagarbera,Assam,26.1,90.9833,4
IN/781128,Palasbari,Assam,26.1361,91.5486,4
IN/781129,Hahim Bazar,Assam,26.0678,91.3928,
IN/781130,Amranga,Assam,25.95,91.15,
IN/781131,Rani,Assam,25.95,91.15,
IN/781132,Rampur,Assam,25.95,91.15,
IN/781133,Dharapur,Assam,25.95,91.15,
IN/781135,Singra,Assam,25.95,91.15,4
IN/781136,Paschimsamaria,Assam,25.95,91.15,
IN/781150,Chandrapur,Assam,26.11,91.4354,
IN/781171,Maukhuli,Assam,26.11,91.4354,
IN/781301,Barpeta H O,Assam,26.4778,91.2333,
IN/781302,Baharihat,Assam,26.4778,91.2333,
IN/781303,Banagram,Assam,26.4778,91.2333,
IN/781304,Belsore,Assam,26.4778,91.2333,
IN/781305,Chenga,Assam,26.4778,91.2333,
IN/781306,Chamata,Assam,26.4778,91.2333,
IN/781307,Sarthebari,Assam,26.4778,91.2333,
IN/781308,Mandia,Assam,26.4778,91.2333,
IN/781310,Jagara,Assam,26.4667,90.9167,
IN/781314,Santinagar,Assam,26.4667,90.9167,
IN/781315,Barpeta Road,Assam,26.4667,90.9167,
IN/781316,Howli,Assam,26.4333,90.9667,4
IN/781317,Sorbhog,Assam,26.5,90.8667,4
IN/781318,Sarupeta,Assam,26.4667,90.9167,
IN/781319,Kalgachia,Assam,26.4667,90.9167,
IN/781320,Chakchaki Bazar,Assam,26.5167,91.2667,
IN/781321,Mainbari,Assam,26.5167,91.2667,
IN/781325,Pathsala,Assam,26.5167,91.2667,
IN/781326,Patacharkuchi,Assam,26.5167,91.2667,4
IN/781327,Jalaghat,Assam,26.5167,91.2667,
IN/781328,Bagmara Bazar,Assam,26.5167,91.2667,
IN/781329,Nityananda,Assam,26.5167,91.2667,
IN/781330,Kakilabari Farm,Assam,26.4778,91.2333,
IN/781335,Nalbari H O,Assam,26.4778,91.2333,
IN/781336,Chandkuchi,Assam,26.4778,91.2333,
IN/781337,Milonpur,Assam,26.4778,91.2333,
IN/781338,Solmara,Assam,26.4778,91.2333,
IN/781345,Balilessa,Assam,26.5333,91.3333,
IN/781346,Barama,Assam,26.5333,91.3333,4
IN/781347,Kamarkuchi,Assam,26.5333,91.3333,
IN/781348,Morowa,Assam,26.5333,91.3333,
IN/781349,Nizdhamdhama,Assam,26.5333,91.3333,
IN/781350,Sanekuchi,Assam,26.4667,91.6333,
IN/781351,Kalag,Assam,26.4667,91.6333,
IN/781353,Gopal Bazar,Assam,26.4667,91.6333,
IN/781354,Rangia,Assam,26.4667,91.6333,4
IN/781364,Maharipara,Assam,26.4778,91.2333,
IN/781365,Rangia R S,Assam,26.4778,91.2333,
IN/781366,Gores War,Assam,26.4778,91.2333,
IN/781367,Tambulpur,Assam,26.4778,91.2333,
IN/781368,Nagrijuli,Assam,26.4778,91.2333,
IN/781369,Gograpar,Assam,26.4778,91.2333,
IN/781370,Kaithalkuchi,Assam,26.4167,91.3333,
IN/781371,Tihu,Assam,26.4167,91.3333,
IN/781372,Mussalpur,Assam,26.4167,91.3333,
IN/781373,Doomni,Assam,26.4167,91.3333,
IN/781374,Makhibaha,Assam,26.4167,91.3333,
IN/781375,Bangaon,Assam,26.4167,91.3333,4
IN/781376,Darkuchi,Assam,26.4167,91.3333,
IN/781377,Thamana,Assam,26.4167,91.3333,
IN/781378,Haribhanga,Assam,26.4167,91.3333,
IN/781380,Balhata,Assam,26.4778,91.2333,
IN/781381,Baihata Charali,Assam,26.4778,91.2333,
IN/781382,Karara,Assam,26.4778,91.2333,
IN/781385,Kaniha,Assam,26.4778,91.2333,
IN/782001,Nowgong H O,Assam,26.3056,92.7565,
IN/782002,Haibargaon,Assam,26.3056,92.7565,
IN/782010,Senchowa,Assam,26.3056,92.7565,
IN/782101,Nanoi,Assam,26.45,90.8667,
IN/782103,Raha,Assam,26.45,90.8667,4
IN/782104,Jaluguti,Assam,26.45,90.8667,
IN/782105,Marigaon,Assam,26.45,90.8667,
IN/782107,Barapujia,Assam,26.45,90.8667,
IN/782108,Mikirbheta,Assam,26.45,90.8667,
IN/782120,Ambagan,Assam,26.4389,92.5167,
IN/782122,Batadrava,Assam,26.4389,92.5167,
IN/782123,Dhing,Assam,26.4667,92.4667,4
IN/782124,Juria,Assam,26.4389,92.5167,
IN/782125,Rupahi,Assam,26.4167,92.7333,4
IN/782126,Moirabari,Assam,26.4389,92.5167,
IN/782127,Lahorighat,Assam,26.4333,92.35,4
IN/782130,Singimari,Assam,26.3917,92.9167,
IN/782135,Chapanalla,Assam,26.3333,92.8667,4
IN/782136,Jakhalbandha,Assam,26.3917,92.9167,
IN/782138,Missa,Assam,26.3917,92.9167,
IN/782139,Salana,Assam,26.45,92.9667,4
IN/782140,Samaguri,Assam,26.4167,92.85,4
IN/782141,Puranigudam,Assam,26.35,92.8,4
IN/782142,Bebejia,Assam,27.1333,94.3333,4
IN/782143,Silghat,Assam,26.6167,92.9333,4
IN/782401,Digaru,Assam,26.0542,92.8062,
IN/782403,Khetri,Assam,26.0542,92.8062,
IN/782410,Jagi Road,Assam,26.1667,92.35,
IN/782411,Jagibhakatagon,Assam,26.1667,92.35,
IN/782412,Dharamtul,Assam,26.1667,92.35,4
IN/782425,Chaparmukh,Assam,26.2,92.5333,4
IN/782426,Kampur,Assam,26.2,92.6333,4
IN/782427,Kathiatali,Assam,26.1833,92.7333,4
IN/782428,Jamunamukh,Assam,26.1,92.7333,4
IN/782435,Hojai Bazar,Assam,26,92.8667,
IN/782439,Murajar Bazar,Assam,26,92.8667,
IN/782440,Daboka,Assam,25.75,93.1667,
IN/782445,Nilbagan,Assam,25.75,93.1667,
IN/782446,Lanka,Assam,25.75,93.1667,
IN/782447,Lumding,Assam,25.75,93.1667,4
IN/782448,Kheroni,Assam,25.75,93.1667,
IN/782450,Baithalangshu,Assam,26.0542,92.8062,
IN/782460,Diphu,Assam,25.8333,93.4333,4
IN/782461,Manja,Assam,25.8333,93.4333,
IN/782470,Dhansiripar,Assam,26.0542,92.8062,
IN/782475,Chokihola,Assam,26.0542,92.8062,
IN/782481,Howraghat,Assam,26.0542,92.8062,
IN/782482,Bakoliaghat,Assam,26.0542,92.8062,
IN/782485,Donkamukam,Assam,26.0542,92.8062,
IN/782486,Hamren,Assam,26.0542,92.8062,
IN/783101,Goalpara,Assam,26.1667,90.6167,4
IN/783120,Agia,Assam,26.0833,90.55,4
IN/783121,Baladmari,Assam,25.9889,90.5444,
IN/783122,Damru,Assam,25.9889,90.5444,
IN/783123,Dhupdhara,Assam,25.9667,91.0667,4
IN/783124,Dudnai,Assam,25.9889,90.5444,
IN/783125,Matia,Assam,25.9889,90.5444,
IN/783127,Salmara South,Assam,25.9167,90.0167,4
IN/783129,Lakhipur Goalpara,Assam,25.9889,90.5444,
IN/783130,Rongjuli,Assam,26.0333,90.5625,
IN/783131,Mankachar,Assam,26.0333,90.5625,
IN/783132,Jaleswar,Assam,26.0333,90.5625,
IN/783133,Rajapara,Assam,26.0333,90.5625,
IN/783134,Darrangiri,Assam,26.0333,90.5625,
IN/783301,Dhubri H O,Assam,26.3095,90.2155,
IN/783325,Dharamsala,Assam,26.3095,90.2155,
IN/783330,Fakirganj,Assam,25.9667,90.0333,4
IN/783331,Gouri Pur,Assam,26.2083,89.9222,
IN/783332,Tamarhat,Assam,26.3,89.85,4
IN/783333,Dingdinga,Assam,26.35,89.9,4
IN/783334,Golakganj,Assam,26.1,89.8333,4
IN/783335,Agamani,Assam,26.2,89.7833,4
IN/783337,Sapatgram,Assam,26.3333,90.1333,4
IN/783338,Satrasal,Assam,26.2083,89.9222,
IN/783339,Alamganj,Assam,26.2083,89.9222,
IN/783344,Hospital Road Raniganj,Assam,26.4333,90.15,
IN/783345,Fakiragram,Assam,26.3833,90.1333,4
IN/783346,Sarfanguri,Assam,26.4333,90.15,
IN/783347,Datma,Assam,26.4833,90.1667,4
IN/783350,Kachugaon,Assam,26.3095,90.2155,
IN/783351,Lakhiganj Bazar,Assam,26.3095,90.2155,
IN/783360,Gossain Gaon,Assam,26.3095,90.2155,
IN/783361,Srirampur,Assam,26.3095,90.2155,
IN/783362,Garuphela Bazar,Assam,26.3095,90.2155,
IN/783371,Chapar,Assam,26.2667,90.4667,4
IN/783372,Basugaon,Assam,26.4667,90.4,4
IN/783373,Sidli,Assam,26.55,90.4667,4
IN/783374,Titagur,Assam,26.4278,90.4444,
IN/783381,New Bongaigaon,Assam,26.3111,90.6167,
IN/783382,Jogighopa,Assam,26.2333,90.5833,4
IN/783383,Salmara North,Assam,26.3667,90.6,4
IN/783384,Abhayapuri,Assam,26.3333,90.6667,4
IN/783385,Dhaligaon,Assam,26.3111,90.6167,
IN/783386,Barghola Srijangram,Assam,26.3111,90.6167,
IN/783387,Barabazar,Assam,26.3111,90.6167,
IN/783388,Ashok Paper Mills,Assam,26.3111,90.6167,
IN/783391,Patiladah,Assam,26.3095,90.2155,
IN/783392,Manikpur,Assam,26.3095,90.2155,
IN/784001,Sonitpur,Assam,26.7696,92.6559,
IN/784025,Panchmile,Assam,26.7696,92.6559,
IN/784101,Balipara,Assam,26.8333,92.7333,4
IN/784102,Lokra,Assam,26.85,92.75,
IN/784103,Charduar,Assam,26.8667,92.7667,4
IN/784104,Salonibari,Assam,26.85,92.75,
IN/784110,Dhekiajuli,Assam,26.7,92.5,4
IN/784111,Darrangpanbari,Assam,26.6333,92.35,
IN/784112,Alisinga,Assam,26.6333,92.35,
IN/784115,Kharupatiaghat,Assam,26.6333,92.35,
IN/784116,Dalgaon,Assam,26.5667,92.2,4
IN/784117,Sirajuli,Assam,26.6333,92.35,
IN/784118,Barsola,Assam,26.6333,92.35,
IN/784119,Batasipur,Assam,26.6333,92.35,
IN/784120,Singri,Assam,26.6,92.4833,4
IN/784125,Mangaldai H O,Assam,26.6,92.4833,
IN/784144,Patharighat,Assam,26.8111,93.0611,
IN/784145,Sipajhar,Assam,26.8111,93.0611,
IN/784147,Deomarnai,Assam,26.8111,93.0611,
IN/784149,Thelamara,Assam,26.8111,93.0611,
IN/784151,Bandarmari,Assam,26.8111,93.0611,
IN/784152,Khelmati,Assam,26.8111,93.0611,
IN/784154,Ketekibari,Assam,26.8111,93.0611,
IN/784160,Laluk,Assam,27.1167,93.9333,4
IN/784162,Badati,Assam,26.9333,93.9667,4
IN/784163,Pathalipahar,Assam,26.9333,93.7167,
IN/784164,Dikrong,Assam,26.9333,93.7167,
IN/784165,Dholepur,Assam,26.9333,93.7167,
IN/784166,Behali,Assam,26.8,93.3333,4
IN/784167,North Bongaigaon Borgong,Assam,26.9333,93.7167,
IN/784168,Gohpur,Assam,26.8833,93.6333,4
IN/784170,Halem,Assam,26.8111,93.0611,
IN/784171,Tetonbari,Assam,26.8111,93.0611,
IN/784172,Barangabari,Assam,26.8111,93.0611,
IN/784173,Mijikajan,Assam,26.8111,93.0611,
IN/784174,Paboi,Assam,26.8111,93.0611,
IN/784175,Sootea,Assam,26.8111,93.0611,
IN/784176,Charali,Assam,26.8111,93.0611,
IN/784178,Kalabari,Assam,26.8111,93.0611,
IN/784179,Bedeti,Assam,26.8111,93.0611,
IN/784180,Jamugurihat,Assam,26.8111,93.0611,
IN/784181,Bakola,Assam,26.8111,93.0611,
IN/784182,Naharbari,Assam,26.8111,93.0611,
IN/784183,Nagsankar,Assam,26.8111,93.0611,
IN/784184,Gingia,Assam,26.8111,93.0611,
IN/784185,Rangachakua,Assam,26.8111,93.0611,
IN/784189,Karsontala,Assam,26.8111,93.0611,
IN/784503,Thakurbari,Assam,26.7667,92.3933,
IN/784504,Barjuli,Assam,26.7667,92.3933,
IN/784505,Rangapara,Assam,26.8167,92.65,4
IN/784506,Missamari,Assam,26.8,92.6,4
IN/784507,Mazbat,Assam,26.75,92.35,4
IN/784508,Rowta,Assam,26.7,92.2333,4
IN/784509,Udalguri,Assam,26.7667,92.1333,4
IN/784510,Harisinga,Assam,26.7229,92.2,
IN/784514,Lalpur Bazar,Assam,26.7229,92.2,
IN/784521,Tangla,Assam,26.65,91.8778,
IN/784522,Khoirabari,Assam,26.6333,91.8333,4
IN/784523,Panerihat,Assam,26.65,91.8778,
IN/784524,Hatigarh,Assam,26.65,91.8778,
IN/784525,Kalaigaon,Assam,26.5833,91.9667,4
IN/784526,Dimakuchi,Assam,26.7333,91.8333,4
IN/784527,Atterikhat,Assam,26.65,91.8778,
IN/785001,Tarajan,Assam,26.6843,94.2648,
IN/785004,Barbheta,Assam,26.6843,94.2648,
IN/785005,Jorhat Air Field,Assam,26.6843,94.2648,
IN/785006,Jorhat Research Laborator,Assam,26.6843,94.2648,
IN/785007,Jorhat Engineering Colleg,Assam,26.6843,94.2648,
IN/785008,Chinnamara,Assam,26.6843,94.2648,
IN/785009,No-Ali Dhekiajuli,Assam,26.6843,94.2648,
IN/785010,Chengligaon,Assam,26.6843,94.2648,
IN/785011,Konwaripukhuri,Arunachal Pradesh,26.6843,94.2648,
IN/785013,Assam Agricultural Unver,Assam,26.6843,94.2648,
IN/785014,Rajabari,Assam,26.6843,94.2648,
IN/785015,Korokatoli,Arunachal Pradesh,26.6843,94.2648,
IN/785101,Bahana,Assam,26.8333,94.1333,
IN/785102,Dakhinpatsatra,Assam,26.8333,94.1333,
IN/785103,Fulanibari,Assam,26.8333,94.1333,
IN/785104,Garmursatra,Assam,26.8333,94.1333,
IN/785105,Jengraimukh,Assam,26.8333,94.1333,
IN/785106,Kamalabari,Assam,26.8333,94.1333,
IN/785107,Kakajan,Assam,26.8333,94.1333,
IN/785108,Kokilamukh,Assam,26.8333,94.1333,4
IN/785109,Kaziranga Sanctuary,Assam,26.8333,94.1333,
IN/785110,Majulibangaon,Assam,26.8333,94.4167,
IN/785111,Neamatighat,Assam,26.8333,94.4167,
IN/785112,Teok,Assam,26.8333,94.4167,4
IN/785113,Dhekiakhowa,Assam,26.8333,94.4167,
IN/785601,Sarupathar,Assam,26.2083,93.8417,
IN/785602,Barpathar,Assam,26.3,93.8667,4
IN/785603,Oating,Assam,26.2083,93.8417,
IN/785604,Naojan,Assam,26.1167,93.8167,4
IN/785610,Furkating,Assam,26.4667,93.9833,4
IN/785611,Bedlipar,Assam,26.5958,93.875,
IN/785613,Letekujan,Assam,26.5833,93.8,4
IN/785614,Dergaon Charali,Assam,26.7,93.9667,
IN/785615,Numaligarh,Assam,26.6333,93.75,4
IN/785616,Gatonga,Assam,26.5958,93.875,
IN/785617,Dohatia,Assam,26.5958,93.875,
IN/785618,Baruabamungaon,Assam,26.5958,93.875,
IN/785619,Kamargaon Charali,Assam,26.5958,93.875,
IN/785620,Negheriting,Assam,26.5167,93.9667,
IN/785621,Golaghat,Assam,26.5167,93.9667,4
IN/785622,Dhekhial,Assam,26.5167,93.9667,
IN/785625,Kamarbandha Ali,Assam,26.5167,93.9667,
IN/785626,Moheema,Assam,26.5167,93.9667,
IN/785630,Titabar,Assam,26.6,94.2,4
IN/785631,Barhalla,Assam,26.45,94.15,4
IN/785632,Puranaitambar,Assam,26.6125,94.2667,
IN/785633,Kharikatia,Assam,26.6125,94.2667,
IN/785634,Mariani,Assam,26.6667,94.3333,4
IN/785635,Nakachari,Assam,26.7333,94.3833,4
IN/785636,Selenghat,Assam,26.6125,94.2667,
IN/785640,Sibsagar H O,Assam,26.6656,94.2635,
IN/785661,Charing,Assam,27.1833,94.9333,
IN/785662,Demow,Assam,27.1833,94.9333,
IN/785663,Desangmukh,Assam,27.1833,94.9333,
IN/785664,Gauri Sagar,Assam,27.1833,94.9333,
IN/785665,Joynagar,Assam,27.1833,94.9333,
IN/785666,Kaloogaon,Assam,27.1833,94.9333,
IN/785668,Mechagarh,Assam,27.1833,94.9333,
IN/785669,Moran,Assam,27.1833,94.9333,4
IN/785670,Moranhat,Assam,26.6656,94.2635,
IN/785671,Netaipukhuri,Assam,26.6656,94.2635,
IN/785672,Rajmai,Assam,26.6656,94.2635,
IN/785673,Sepon,Assam,26.6656,94.2635,
IN/785674,Nemuguri,Assam,26.6656,94.2635,
IN/785675,Khowang,Arunachal Pradesh,26.6656,94.2635,
IN/785676,Khowangghat,Arunachal Pradesh,26.6656,94.2635,
IN/785680,Amguri,Assam,26.8,94.5333,4
IN/785681,Amguri Haloating,Assam,26.8778,94.6778,
IN/785682,Tamulichiga,Assam,26.8778,94.6778,
IN/785683,Jhanji,Assam,26.8778,94.6778,
IN/785684,Namtidol,Assam,26.8778,94.6778,
IN/785685,Nazira,Assam,26.9167,94.7333,4
IN/785686,Simaluguri,Assam,26.9167,94.7667,4
IN/785687,Santak,Assam,26.8778,94.6778,
IN/785688,Lakwah,Assam,26.8778,94.6778,
IN/785689,Suffry,Assam,26.8778,94.6778,
IN/785690,Sonari,Assam,27.0667,95.0333,4
IN/785692,Sapekhati,Assam,27.0667,95.0333,
IN/785694,Teokghat,Assam,27.0667,95.0333,
IN/785695,Towkok,Assam,27.0667,95.0333,
IN/785696,Galeki,Assam,27.0667,95.0333,
IN/785701,Hahchara,Arunachal Pradesh,26.6843,94.2648,
IN/786001,Dibrugarh H O,Arunachal Pradesh,27.25,95.5792,
IN/786002,Assam Medical College,Arunachal Pradesh,27.25,95.5792,
IN/786003,Revenue Building,Arunachal Pradesh,27.25,95.5792,
IN/786004,Dibrugarh University,Arunachal Pradesh,27.25,95.5792,
IN/786005,Jalan Nagar,Arunachal Pradesh,27.25,95.5792,
IN/786007,Barbarua,Arunachal Pradesh,27.25,95.5792,
IN/786008,Mohanaghat,Arunachal Pradesh,27.25,95.5792,
IN/786010,Lahoal,Arunachal Pradesh,27.25,95.5792,
IN/786012,Mohanbari Air Field,Arunachal Pradesh,27.25,95.5792,
IN/786052,Tinthengia,Arunachal Pradesh,27.25,95.5792,
IN/786053,Kotona,Arunachal Pradesh,27.25,95.5792,
IN/786054,Lezai,Arunachal Pradesh,27.25,95.5792,
IN/786101,Dikom,Arunachal Pradesh,27.3833,95.1667,
IN/786102,Chabua Air Field,Arunachal Pradesh,27.3833,95.1667,
IN/786103,Tengakhat,Assam,27.3833,95.1667,4
IN/786110,Sissibargaon,Assam,27.3278,95.5833,
IN/786125,Parbatia,Arunachal Pradesh,27.3278,95.5833,
IN/786145,Sripuria,Arunachal Pradesh,27.3278,95.5833,
IN/786146,Sukhanpukhuri,Arunachal Pradesh,27.3278,95.5833,
IN/786147,Rangagorah,Arunachal Pradesh,27.3278,95.5833,
IN/786148,Mankhooli,Arunachal Pradesh,27.3278,95.5833,
IN/786150,Barhapjan,Arunachal Pradesh,27.3278,95.5833,
IN/786151,Netaji Road,Arunachal Pradesh,27.3278,95.5833,
IN/786152,Kakapathar,Arunachal Pradesh,27.3278,95.5833,
IN/786153,Rupai Siding,Arunachal Pradesh,27.3278,95.5833,
IN/786154,Saikhowaghat,Arunachal Pradesh,27.3278,95.5833,
IN/786155,Sadiya,Arunachal Pradesh,27.3278,95.5833,
IN/786157,Chapakhowa,Arunachal Pradesh,27.3278,95.5833,
IN/786158,Kundil,Arunachal Pradesh,27.3278,95.5833,
IN/786159,Talap,Arunachal Pradesh,27.3278,95.5833,
IN/786170,Makum Junction,Arunachal Pradesh,27.3278,95.5833,
IN/786171,Digboi,Arunachal Pradesh,27.3278,95.5833,
IN/786172,Powai,Arunachal Pradesh,27.3278,95.5833,
IN/786173,Jubilee Digboi,Arunachal Pradesh,27.3278,95.5833,
IN/786180,Lekhapani,Arunachal Pradesh,27.3167,95.9,4
IN/786181,Margherita,Arunachal Pradesh,27.2833,95.6833,4
IN/786182,Ledo,Arunachal Pradesh,27.3,95.7917,
IN/786183,Panitola,Arunachal Pradesh,27.3,95.7917,
IN/786184,Chabua,Arunachal Pradesh,27.3,95.7917,
IN/786185,Dinjan,Arunachal Pradesh,27.3,95.7917,
IN/786186,Hatibandha,Assam,27.3,95.7917,
IN/786601,Hoogrijan,Arunachal Pradesh,27.0167,95.5667,
IN/786602,Duliajan,Arunachal Pradesh,27.0167,95.5667,
IN/786610,Naharkatia,Arunachal Pradesh,27.0167,95.5667,
IN/786611,Rajgarh,Arunachal Pradesh,27.0167,95.5667,
IN/786612,Tingkong,Arunachal Pradesh,27.0167,95.5667,
IN/786613,Bamunbari,Arunachal Pradesh,27.0167,95.5667,
IN/786614,Jeypore,Arunachal Pradesh,27.0167,95.5667,
IN/786615,Kowarigaon,Arunachal Pradesh,27.0167,95.5667,
IN/786616,Lengri Bazar,Arunachal Pradesh,27.0167,95.5667,
IN/786621,Namrup,Arunachal Pradesh,27.0167,95.5667,
IN/786622,Namrup T P S,Arunachal Pradesh,27.0167,95.5667,
IN/786623,Parbatpur,Arunachal Pradesh,27.0167,95.5667,
IN/786624,Barbam,Arunachal Pradesh,27.0167,95.5667,
IN/786630,Khonsa,Arunachal Pradesh,27.0167,95.5667,4
IN/786631,Longding,Arunachal Pradesh,27.0167,95.5667,
IN/787001,North Lakhimpur H O,Assam,27.3722,94.45,
IN/787028,Nowboicha,Assam,27.3722,94.45,
IN/787029,Moinapara,Assam,27.3722,94.45,
IN/787030,Baginadi,Assam,27.3722,94.45,
IN/787032,Maidamia,Assam,27.3722,94.45,
IN/787051,Lilabari Air Field,Assam,27.3722,94.45,
IN/787052,Panigaon,Assam,27.3722,94.45,
IN/787053,Ghilamara,Assam,27.3722,94.45,
IN/787054,Islamgaon,Assam,27.3722,94.45,
IN/787055,Dhakuakhana,Assam,27.2,94.4667,4
IN/787056,Pathalipam,Assam,27.4333,94.3,4
IN/787057,Dhemaji,Assam,27.4833,94.5833,4
IN/787058,Machkhowa,Assam,27.3722,94.45,
IN/787059,Silapathar,Assam,27.3722,94.45,
IN/787060,Jonai,Assam,27.3722,94.45,
IN/788001,Dewanji Bazar,Assam,24.8667,92.7667,
IN/788002,Malugram,Assam,24.8667,92.7667,
IN/788003,Tarapur,Assam,24.8667,92.7667,
IN/788004,Gurucharan College,Assam,24.8667,92.7667,
IN/788005,Rangirkhari,Assam,24.8667,92.7667,
IN/788006,Link Road,Assam,24.8667,92.7667,
IN/788007,Vivekananda Road,Assam,24.8667,92.7667,
IN/788009,Rongpur,Assam,24.8667,92.7667,
IN/788010,Engineering College,Assam,24.8667,92.7667,
IN/788011,Kanakpur,Assam,24.8667,92.7667,
IN/788013,Sonabarighat,Assam,24.8667,92.7667,
IN/788014,Silchar Regional,Assam,24.8667,92.7667,
IN/788015,Meherpur,Assam,24.8667,92.7667,
IN/788019,Barkhola,Assam,24.8667,92.7667,
IN/788025,Arunachal,Assam,24.8667,92.7667,4
IN/788030,Udarbond,Assam,24.8667,92.7667,
IN/788098,Pailapool,Assam,24.8667,92.7667,
IN/788099,Matinagar,Assam,24.8667,92.7667,
IN/788101,Bankandi,Assam,24.7833,93.1,
IN/788102,Dewan,Assam,24.7833,93.1,
IN/788103,Lakhipur (Cachar),Assam,24.7833,93.1,
IN/788104,Jirighat,Assam,24.7833,93.1,4
IN/788106,Fulertal,Assam,24.7833,93.1,
IN/788107,Joypur Raja Bazar,Assam,24.7833,93.1,
IN/788111,Dalu,Assam,24.9333,92.7667,4
IN/788112,Derby,Assam,24.7667,92.7889,
IN/788113,Dwarband,Assam,24.65,92.7,4
IN/788114,Dholai Bazar,Assam,24.7667,92.7889,
IN/788115,Narsingpur,Assam,24.7667,92.7889,
IN/788116,Palonghat,Assam,24.7667,92.7889,
IN/788117,Rosekandi,Assam,24.7667,92.7889,
IN/788119,Sonaimukh,Assam,24.7167,92.9,4
IN/788121,Kabuganjbazar,Assam,24.7194,92.7722,
IN/788122,Manierkhal,Assam,24.7194,92.7722,
IN/788123,Bekirpar,Assam,24.7194,92.7722,
IN/788124,Irongmara,Assam,24.7194,92.7722,
IN/788125,Laboc,Assam,24.7194,92.7722,
